-----START-----

-----BALL SHOOTS-----
(-4.1, -4.1, 0.0)	48097392	Velocity:	(18.3, 9.6, 0.0)
(-1.5, -4.1, 0.0)	493601281	Velocity:	(7.9, 11.5, 0.0)

-----OBJECT POSITIONS-----
crate:	(5.0, 3.5, 0.0)	48104428
triangle:	(5.0, -0.7, 0.0)	48104428
bucket:	(5.0, 2.1, 0.0)	48104428
crate:	(5.0, 0.6, 0.0)	48104428
corner:	(5.0, -2.0, 0.0)	48104428
crate:	(2.5, 1.9, 0.0)	493601337
triangle:	(-5.7, 1.5, 0.0)	493601337
bucket:	(5.0, 2.1, 0.0)	493601337
crate:	(5.0, 0.6, 0.0)	493601337
corner:	(5.0, -2.0, 0.0)	493601337
