
-----BALL SHOOTS-----
(1.2, -4.1, 0.0)	424249201	Velocity:	(-17.8, 12.6, 0.0)
(1.3, -4.1, 0.0)	606834411	Velocity:	(33.0, 22.1, 0.0)
(-1.0, -4.1, 0.0)	936005635	Velocity:	(17.1, 5.8, 0.0)

-----OBJECT POSITIONS-----
corner:	(5.0, -2.0, 0.0)	424263339
crate:	(5.0, 0.6, 0.0)	424263339
bucket:	(5.0, 2.1, 0.0)	424263339
triangle:	(5.0, -0.7, 0.0)	424263339
crate:	(5.0, 3.5, 0.0)	424263339
corner:	(5.0, -2.0, 0.0)	606834823
crate:	(5.0, 0.6, 0.0)	606834823
bucket:	(5.0, 2.1, 0.0)	606834823
triangle:	(5.0, -0.7, 0.0)	606834823
crate:	(5.0, 3.5, 0.0)	606834823
corner:	(5.0, -2.0, 0.0)	936005681
crate:	(5.0, 0.6, 0.0)	936005681
bucket:	(5.0, 2.1, 0.0)	936005681
triangle:	(5.0, -0.7, 0.0)	936005681
crate:	(5.0, 3.5, 0.0)	936005681
