
-----BALL SHOOTS-----
(0.1, -4.1, 0.0)	86844728	Velocity:	(-12.5, 11.6, 0.0)
(0.6, -4.1, 0.0)	317976099	Velocity:	(11.5, 14.9, 0.0)
(-1.8, -4.1, 0.0)	385413730	Velocity:	(20.8, 18.1, 0.0)

-----OBJECT POSITIONS-----
corner:	(5.0, -2.0, 0.0)	86858031
triangle:	(5.0, -0.7, 0.0)	86858031
bucket:	(5.0, 2.1, 0.0)	86858031
gear:	(5.0, 0.6, 0.0)	86858031
crate:	(5.0, 3.5, 0.0)	86858031
corner:	(5.0, -2.0, 0.0)	317976197
triangle:	(5.0, -0.7, 0.0)	317976197
bucket:	(5.0, 2.1, 0.0)	317976197
gear:	(5.0, 0.6, 0.0)	317976197
crate:	(2.8, -0.1, 0.0)	317976197
corner:	(5.0, -2.0, 0.0)	385413945
triangle:	(5.0, -0.7, 0.0)	385413945
bucket:	(5.0, 2.1, 0.0)	385413945
gear:	(5.0, 0.6, 0.0)	385413945
crate:	(2.8, -0.1, 0.0)	385413945
