
-----BALL SHOOTS-----
(-2.2, -4.1, 0.0)	67434278	Velocity:	(16.3, 10.7, 0.0)
(0.4, -4.1, 0.0)	116223470	Velocity:	(-10.0, 20.9, 0.0)

-----OBJECT POSITIONS-----
corner:	(5.3, -2.7, 0.0)	67440660
triangle:	(-0.9, -0.8, 0.0)	67440660
bucket:	(5.3, 1.9, 0.0)	67440660
gear:	(5.3, 0.2, 0.0)	67440660
crate:	(5.3, 3.3, 0.0)	67440660
corner:	(5.3, -2.7, 0.0)	116223695
triangle:	(-0.9, -0.8, 0.0)	116223695
bucket:	(5.3, 1.9, 0.0)	116223695
gear:	(5.3, 0.2, 0.0)	116223695
crate:	(5.3, 3.3, 0.0)	116223695
