
-----BALL SHOOTS-----
(0.7, -4.1, 0.0)	212119871	Velocity:	(-8.3, 8.2, 0.0)
(-1.4, -4.1, 0.0)	584918052	Velocity:	(41.3, 21.5, 0.0)

-----OBJECT POSITIONS-----
corner:	(5.0, -2.0, 0.0)	212143807
gear:	(5.0, 0.6, 0.0)	212143807
bucket:	(5.0, 2.1, 0.0)	212143807
triangle:	(5.0, -0.7, 0.0)	212143807
crate:	(5.0, 3.5, 0.0)	212143807
corner:	(5.0, -2.0, 0.0)	584918099
gear:	(5.0, 0.6, 0.0)	584918099
bucket:	(5.0, 2.1, 0.0)	584918099
triangle:	(5.0, -0.7, 0.0)	584918099
crate:	(-1.7, 2.3, 0.0)	584918099
