
-----BALL SHOOTS-----
(-2.1, -4.1, 0.0)	410248452	Velocity:	(13.1, 10.9, 0.0)
(2.3, -4.1, 0.0)	523701715	Velocity:	(-9.9, 10.5, 0.0)

-----OBJECT POSITIONS-----
corner:	(5.3, -2.7, 0.0)	410253922
gear:	(5.3, 0.2, 0.0)	410253922
bucket:	(5.3, 1.9, 0.0)	410253922
triangle:	(0.6, -2.4, 0.0)	410253922
crate:	(-3.1, 0.4, 0.0)	410253922
corner:	(5.3, -2.7, 0.0)	523701938
gear:	(5.3, 0.2, 0.0)	523701938
bucket:	(5.3, 1.9, 0.0)	523701938
triangle:	(0.6, -2.4, 0.0)	523701938
crate:	(-3.1, 0.4, 0.0)	523701938
